key,count,cp_Description,cp_setSize,cp_enrichmentScore,cp_NES,cp_pvalue,cp_p.adjust,cp_qvalue,cp_rank,cp_leading_edge,cp_core_enrichment,gp_query,gp_significant,gp_p_value,gp_term_size,gp_query_size,gp_intersection_size,gp_precision,gp_recall,gp_source,gp_term_name,gp_effective_domain_size,gp_source_order,gp_parents,go_Term,go_Annotated,go_Significant,go_Expected,go_Rank in elimFisher,go_classicFisher,go_elimFisher
GO:0002181,3,cytoplasmic translation,151.0,-0.434211145265913,-1.79504469027602,3.05189860009208e-05,0.0156676844382227,0.0139624360954213,2417.0,"tags=54%, list=33%, signal=37%",10605/6165/6128/6154/6155/6232/16/6231/1973/2332/6130/8663/6129/9349/9045/6204/8562/85451/221120/6194/6134/6124/6222/23521/6233/6229/6191/7458/6132/6175/6201/6133/6159/6164/8894/7884/6217/6202/8892/6122/6193/6230/6173/6135/6168/6209/6176/6224/5315/6143/8666/6235/6208/6218/6160/6206/6223/221662/25873/6205/8665/4736/4904/8531/11224/6146/6451/6157/6167/6181/26986/6234/6170/7311/2197/6136/54505/6158/6203/6187/6137,query_1,True,2.7558449606849696e-26,165.0,2413.0,76.0,0.031496062992126,0.460606060606061,GO:BP,cytoplasmic translation,21026.0,727.0,GO:0006412,cytoplasmic translation,149.0,78.0,59.45,19.0,0.00124,0.00124
GO:0035456,2,response to interferon-beta,19.0,-0.755380931219963,-2.0910612473388,9.12794694420732e-06,0.0124961593666198,0.0111360952719329,1037.0,"tags=68%, list=14%, signal=59%",9641/824/340061/54739/3428/10581/10410/5359/3659/8519/801/4938/6772,,,,,,,,,,,,,,response to interferon-beta,18.0,14.0,7.18,18.0,0.00122,0.00122
GO:0002062,1,,,,,,,,,,,,,,,,,,,,,,,,chondrocyte differentiation,51.0,34.0,20.35,2.0,9.5e-05,9.5e-05
GO:0001525,1,,,,,,,,,,,,,,,,,,,,,,,,angiogenesis,208.0,106.0,83.0,10.0,0.00066,0.00066
GO:0002720,1,,,,,,,,,,,,,,,,,,,,,,,,positive regulation of cytokine producti...,23.0,17.0,9.18,13.0,0.00097,0.00097
GO:0003012,1,muscle system process,152.0,-0.430668758820961,-1.78592967855542,1.7145325929399e-05,0.0140831707184083,0.0125503785803201,1164.0,"tags=33%, list=16%, signal=28%",4638/8654/10087/2309/490/7135/6546/5608/3720/2946/5606/7132/4000/140465/624/1605/10142/808/10398/817/1291/23213/4205/2593/6332/5997/1140/2934/57190/114907/3759/309/801/7139/8082/2628/6442/7138/5587/287/2308/1760/6641/1146/29995/274/10324/3488/1134/6261,,,,,,,,,,,,,,,,,,,,
GO:0006122,1,,,,,,,,,,,,,,,,,,,,,,,,"mitochondrial electron transport, ubiqui...",11.0,10.0,4.39,11.0,0.00071,0.00071
GO:0002686,1,,,,,,,,,,,,,,,,,,,,,,,,negative regulation of leukocyte migrati...,13.0,11.0,5.19,22.0,0.00127,0.00127
GO:0006412,1,,,,,,,,,,,query_1,True,8.03046254197706e-30,727.0,2413.0,198.0,0.0820555325321177,0.272352132049519,GO:BP,translation,21026.0,2162.0,"GO:0009059,GO:0010467,GO:0019538",,,,,,,
GO:0006915,1,,,,,,,,,,,query_1,True,5.28045243078618e-25,1923.0,2413.0,376.0,0.155822627434729,0.195527821112845,GO:BP,apoptotic process,21026.0,2553.0,GO:0012501,,,,,,,
GO:0006936,1,muscle contraction,110.0,-0.462807585651475,-1.81908564069868,7.8365528368242e-05,0.0292588386371245,0.0260743485297969,1313.0,"tags=36%, list=18%, signal=30%",583/7169/5290/4638/8654/10087/490/7135/6546/5608/2946/5606/140465/624/10142/808/10398/817/23213/2593/6332/5997/1140/2934/3759/309/801/7139/8082/6442/7138/5587/287/1760/6641/1146/274/10324/1134/6261,,,,,,,,,,,,,,,,,,,,
GO:0006950,1,,,,,,,,,,,query_1,True,1.70495903369724e-29,3948.0,2413.0,676.0,0.280149191877331,0.171225937183384,GO:BP,response to stress,21026.0,2571.0,GO:0050896,,,,,,,
GO:0006996,1,,,,,,,,,,,query_1,True,1.06475223533702e-38,3594.0,2413.0,663.0,0.274761707418152,0.184474123539232,GO:BP,organelle organization,21026.0,2598.0,GO:0016043,,,,,,,
GO:0007049,1,,,,,,,,,,,query_1,True,5.53862001218521e-30,1663.0,2413.0,353.0,0.146290924160796,0.212266987372219,GO:BP,cell cycle,21026.0,2636.0,GO:0009987,,,,,,,
GO:0007166,1,,,,,,,,,,,,,,,,,,,,,,,,cell surface receptor signaling pathway,915.0,414.0,365.1,15.0,0.00021,0.00108
GO:0006270,1,DNA replication initiation,27.0,0.644381905540711,2.02588365972013,0.0002774858938904,0.049782423485197,0.044364175786662,1278.0,"tags=48%, list=18%, signal=40%",4683/64318/55388/4998/11143/5422/23594/8318/5558/23649/23595/4172/5557,,,,,,,,,,,,,,,,,,,,
GO:0007186,1,,,,,,,,,,,,,,,,,,,,,,,,G protein-coupled receptor signaling pat...,146.0,77.0,58.26,14.0,0.00101,0.00101
GO:0007519,1,skeletal muscle tissue development,74.0,-0.49239614873874,-1.81246526593665,0.0002170147833937,0.049782423485197,0.044364175786662,1124.0,"tags=34%, list=16%, signal=29%",221662/6840/79647/8531/688/140465/22933/10472/1291/64208/4208/1958/57190/4209/26471/51804/9242/10791/10370/7832/6495/2817/10324/1134/6261,,,,,,,,,,,,,,,,,,,,
GO:0008219,1,,,,,,,,,,,query_1,True,7.18741694796172e-26,1991.0,2413.0,389.0,0.161210111893908,0.19537920642893,GO:BP,cell death,21026.0,3132.0,GO:0009987,,,,,,,
GO:0008104,1,,,,,,,,,,,query_1,True,1.7674407342268798e-26,2770.0,2413.0,503.0,0.208454206382097,0.18158844765343,GO:BP,protein localization,21026.0,3109.0,GO:0070727,,,,,,,
GO:0008360,1,,,,,,,,,,,,,,,,,,,,,,,,regulation of cell shape,58.0,36.0,23.14,7.0,0.0005,0.0005
GO:0009056,1,,,,,,,,,,,query_1,True,1.1638096269712199e-27,2639.0,2413.0,489.0,0.202652300041442,0.18529746115953,GO:BP,catabolic process,21026.0,3218.0,GO:0008152,,,,,,,
GO:0009617,1,response to bacterium,183.0,-0.393202042976697,-1.66049894962893,0.0002132560069061,0.049782423485197,0.044364175786662,1406.0,"tags=34%, list=19%, signal=28%",2633/8976/140823/6347/8724/23005/968/836/1969/4671/3148/23641/6223/51571/4940/4282/824/2519/5737/5606/6464/57169/207/51135/8140/7132/6170/25/55008/567/10561/2197/3133/3140/2879/10133/4792/1291/4208/6332/706/132299/10616/4939/3105/2896/27250/834/3106/11145/4938/11274/9636/10318/5106/5587/6415/10417/1734/2634/11096/274/445,,,,,,,,,,,,,,,,,,,,
GO:0008285,1,,,,,,,,,,,,,,,,,,,,,,,,negative regulation of cell population p...,254.0,130.0,101.35,24.0,0.00013,0.00133
GO:0010604,1,,,,,,,,,,,query_1,True,2.47937402240976e-26,3288.0,2413.0,574.0,0.237878159966846,0.174574209245742,GO:BP,positive regulation of macromolecule metabolic process,21026.0,4234.0,"GO:0009893,GO:0043170,GO:0060255",,,,,,,
GO:0010927,1,cellular component assembly involved in morphogenesis,55.0,-0.534385256482225,-1.85487149819745,0.0002496838245612,0.049782423485197,0.044364175786662,698.0,"tags=29%, list=10%, signal=26%",1605/5573/10398/5159/4205/26011/2318/51804/70/7139/23363/7138/5587/287/2817/10324,,,,,,,,,,,,,,,,,,,,
GO:0010951,1,,,,,,,,,,,,,,,,,,,,,,,,negative regulation of endopeptidase act...,15.0,12.0,5.99,30.0,0.00186,0.00186
GO:0012501,1,,,,,,,,,,,query_1,True,1.8975450054193901e-25,1987.0,2413.0,387.0,0.160381268130957,0.194765978862607,GO:BP,programmed cell death,21026.0,4551.0,GO:0008219,,,,,,,
