key,count,cp_Description,cp_setSize,cp_enrichmentScore,cp_NES,cp_pvalue,cp_p.adjust,cp_qvalue,cp_rank,cp_leading_edge,cp_core_enrichment,gp_query,gp_significant,gp_p_value,gp_term_size,gp_query_size,gp_intersection_size,gp_precision,gp_recall,gp_source,gp_term_name,gp_effective_domain_size,gp_source_order,gp_parents,go_Term,go_Annotated,go_Significant,go_Expected,go_Rank in elimFisher,go_classicFisher,go_elimFisher
GO:0035265,2,organ growth,78.0,-0.499661778396252,-1.72627425755918,0.0004475323965467,0.0082418862169464,0.0066740839894631,1296.0,"tags=35%, list=18%, signal=29%",4086/7046/5573/2355/55151/196528/1432/3953/5592/80014/861/2131/2121/57493/3720/1386/9686/5728/10253/5324/2252/205428/26011/4208/9472/3481/3479,,,,,,,,,,,,,,organ growth,74.0,50.0,36.74,13.0,0.00131,0.0013
GO:0007169,2,cell surface receptor protein tyrosine kinase signaling pathway,258.0,-0.437663327418686,-1.65116662735688,3.08754413195059e-06,0.0002513260923407,0.0002035179089923,1434.0,"tags=33%, list=20%, signal=27%",55777/5747/5782/5286/7525/780/26060/9640/64397/8826/4734/5921/27/23411/5771/8879/26037/3091/6091/6774/84159/1432/8527/23433/10006/1490/6198/6654/54741/55023/2131/5295/2444/7057/5587/252983/2152/3672/1123/5154/284/9847/4643/55914/6272/5291/144165/1012/8065/7474/23294/23236/9693/673/2069/324/23768/2241/5290/145957/9678/10818/10253/4233/8473/23122/3480/2252/5793/624/387914/868/23213/23390/8503/2674/4593/10628/3082/23767/1634/3481/2308/5919/3479,,,,,,,,,,,,,,cell surface receptor protein tyrosine k...,246.0,145.0,122.15,17.0,0.00179,0.00176
GO:0030282,2,bone mineralization,44.0,-0.579614709963436,-1.8596931305488,0.0003379816067679,0.0070542827668993,0.0057123908814591,1247.0,"tags=39%, list=17%, signal=32%",1278/4088/2355/90/3091/659/55151/55603/92/2697/144165/7071/196527/6546/9923/4208/3479,,,,,,,,,,,,,,bone mineralization,43.0,31.0,21.35,21.0,0.00228,0.00227
GO:0003007,2,heart morphogenesis,108.0,-0.510337347324094,-1.83045753109229,1.05728124662295e-05,0.0006830372498024,0.0005531073656101,1260.0,"tags=37%, list=17%, signal=31%",7046/27031/2274/1605/4088/2013/51098/90/3091/6091/659/196528/6654/25836/2131/57534/4194/1289/57493/8701/2697/144165/1386/7474/79810/324/23768/10512/27250/6261/115701/1301/4208/11096/6659/10060/70/7139/7135/9249,,,,,,,,,,,,,,heart morphogenesis,105.0,66.0,52.14,30.0,0.00413,0.00409
GO:0045596,2,negative regulation of cell differentiation,246.0,-0.393658745446912,-1.48323368540155,0.0004552326986024,0.0082714155504998,0.0066979961434411,1631.0,"tags=31%, list=23%, signal=25%",51804/5167/6993/79647/5997/58516/4089/22852/7130/4780/55294/1290/4086/7046/8848/8621/27031/6772/4088/23411/5771/4775/6774/2551/659/6935/463/22920/861/169200/57534/51621/5295/1289/1656/2258/6431/2309/7832/6272/25937/144165/11221/2737/5087/7474/23405/9693/161742/100381270/10443/94241/2069/22902/7114/5728/604/284273/10818/10253/2200/22933/9444/205717/53335/6498/27250/23240/57609/166379/55553/6659/19/3481/2308/3479,,,,,,,,,,,,,,negative regulation of cell differentiat...,241.0,141.0,119.67,23.0,0.00306,0.00301
GO:0050789,2,,,,,,,,,,,query_1,True,5.3117316314694e-44,12336.0,3150.0,2209.0,0.701269841269841,0.179069390402075,GO:BP,regulation of biological process,21026.0,13086.0,"GO:0008150,GO:0065007",regulation of biological process,4224.0,2229.0,2097.37,6.0,1.5e-12,0.00035
GO:0050794,2,,,,,,,,,,,query_1,True,6.21602330048734e-43,11946.0,3150.0,2149.0,0.682222222222222,0.179892851163569,GO:BP,regulation of cellular process,21026.0,13090.0,"GO:0009987,GO:0050789",regulation of cellular process,4127.0,2167.0,2049.2,28.0,3.3e-10,0.00345
GO:0000122,2,negative regulation of transcription by RNA polymerase II,399.0,-0.35127396132797,-1.35040982174839,0.0017395707922196,0.0211977638453111,0.0171654464243292,1467.0,"tags=29%, list=20%, signal=24%",9205/4089/7700/5927/54880/11279/29966/2186/1523/374900/6872/9314/26036/10614/7644/9734/55170/4734/2274/6772/4088/7597/23411/5771/2033/4775/6774/2551/10009/84159/4601/8863/23515/6935/4790/463/9318/25836/80014/861/7764/9960/4194/7799/7181/29915/7692/2444/83666/11080/170959/121536/25988/8204/3720/2309/9975/22890/7832/8864/84458/25937/64426/639/6934/571/1386/2737/79718/10499/7071/5814/359948/23405/5569/100381270/10443/9839/7182/11278/3428/9678/7709/8609/6913/604/8473/22933/10157/57459/10795/65986/8239/166968/26137/6310/53335/153222/64376/2120/6498/4094/7227/9079/10472/80312/4286/1958/10628/4208/6659/3481/2308/6304/90523,,,,,,,,,,,,,,negative regulation of transcription by ...,384.0,217.0,190.67,25.0,0.00324,0.00318
GO:0000070,1,mitotic sister chromatid segregation,145.0,0.462714748014551,2.66066635332829,1e-10,1.74455906351361e-07,1.41270255472937e-07,962.0,"tags=41%, list=13%, signal=37%",2316/991/113130/11065/10459/5347/55055/891/221150/147841/1062/9918/220134/11130/22974/54892/83540/51203/29128/1063/55143/3832/332/4605/9212/701/57405/983/4085/699/9055/9787/23397/26271/64151/4751/10051/23636/11004/29127/7283/10592/3837/9928/440145/3835/56992/24137/90417/9493/10403/26073/387893/9371/9735/25906/2491/5119/7272/23310,,,,,,,,,,,,,,,,,,,,
GO:0000075,1,cell cycle checkpoint signaling,129.0,0.361265981537801,1.97962886232766,3.39729885285061e-07,3.4567515827755e-05,2.79919544954612e-05,309.0,"tags=22%, list=4%, signal=21%",4998/991/595/990/10459/8318/5347/55055/891/221150/63967/51514/147841/220134/11130/8914/83540/1063/55143/332/9212/672/701/57405/983/4085/699/1111,,,,,,,,,,,,,,,,,,,,
GO:0000076,1,DNA replication checkpoint signaling,12.0,0.677196796799029,2.09096808981045,0.0011404394478976,0.0161156749317352,0.013050091351678,758.0,"tags=58%, list=10%, signal=52%",4998/990/8318/63967/8914/54962/11073,,,,,,,,,,,,,,,,,,,,
GO:0000086,1,G2/M transition of mitotic cell cycle,98.0,0.302941970720388,1.59075056220085,0.000386062613694,0.0076275477559946,0.0061766072737667,368.0,"tags=18%, list=5%, signal=18%",4998/595/990/5347/890/891/63967/51514/2305/9833/808/1063/332/9212/672/983/1111/26271,,,,,,,,,,,,,,,,,,,,
GO:1903020,1,positive regulation of glycoprotein metabolic process,12.0,-0.831588438047569,-2.05983409556843,3.8879458882786e-05,0.0018188436511832,0.0014728564520508,549.0,"tags=33%, list=8%, signal=31%",3600/6934/23236/3479,,,,,,,,,,,,,,,,,,,,
GO:0000725,1,recombinational repair,128.0,0.280601130127331,1.51462698771265,0.0011443317089119,0.0161156749317352,0.013050091351678,894.0,"tags=27%, list=12%, signal=24%",10856/10635/4174/2237/10459/8318/5347/5531/6119/8914/84515/4173/29128/10721/672/4175/1111/55317/51659/5892/4176/2521/23028/4172/64710/55929/708/25788/11073/675/51149/387893/79035/60,,,,,,,,,,,,,,,,,,,,
GO:0000902,1,cell morphogenesis,403.0,-0.348558425754553,-1.34006360620583,0.0022384011281371,0.0252362675665325,0.0204357309584413,2001.0,"tags=35%, list=28%, signal=27%",23256/2534/150465/23189/1902/157922/23499/6760/9733/55364/4853/4774/56963/1398/729920/54664/6857/54434/55909/8301/29780/55785/8874/10979/2195/200933/57154/222662/4289/118987/51542/9113/285527/23327/4089/26524/5747/780/7168/1523/56288/5306/123016/8826/23380/4734/23077/1857/1605/55740/192670/5921/2355/54751/26037/2033/4660/6091/659/223117/51092/473/1432/23433/10006/9448/10939/80208/6654/3073/5592/55023/3988/2131/54014/538/10787/10672/5911/57493/2258/57498/3672/1123/4649/170506/65981/9223/57698/4983/57465/144165/1012/3908/57520/22871/23032/10486/2737/23345/7474/23405/29904/9693/673/122786/9203/23768/22902/23303/10152/5728/8609/604/1385/4233/10512/10129/8239/23122/3480/57728/3676/53335/3575/257194/6498/23390/26115/57609/254065/80312/121512/84665/2823/23043/3082/4208/23767/9201/54873/6347/50507,,,,,,,,,,,,,,,,,,,,
GO:0000910,1,cytokinesis,125.0,0.285008738680863,1.54959066974386,0.0003032482881354,0.0065650028335706,0.0053161835954764,965.0,"tags=29%, list=13%, signal=25%",128239/990/55165/5300/5347/808/311/51203/55143/332/54443/10899/9212/144455/389/11258/9055/23636/29127/1072/9928/1894/24137/10112/5339/8502/9493/26073/675/10801/80179/9371/6790/3925/5119/23265,,,,,,,,,,,,,,,,,,,,
