key,count,cp_Description,cp_setSize,cp_enrichmentScore,cp_NES,cp_pvalue,cp_p.adjust,cp_qvalue,cp_rank,cp_leading_edge,cp_core_enrichment,gp_query,gp_significant,gp_p_value,gp_term_size,gp_query_size,gp_intersection_size,gp_precision,gp_recall,gp_source,gp_term_name,gp_effective_domain_size,gp_source_order,gp_parents,go_Term,go_Annotated,go_Significant,go_Expected,go_Rank in elimFisher,go_classicFisher,go_elimFisher
GO:0006936,2,muscle contraction,110.0,-0.517578941969723,-1.84236766595719,1.22739862098114e-06,0.0005623184637027,0.0004904845711869,757.0,"tags=29%, list=10%, signal=26%",781/817/1140/2934/624/5290/2946/323/10142/5997/5608/309/2593/8082/801/23213/8654/274/3759/1760/5587/6332/6442/7138/6641/287/7135/1134/7139/6261/10324/1146,,,,,,,,,,,,,,muscle contraction,113.0,80.0,64.48,23.0,0.0017,0.00168
GO:0007517,2,muscle organ development,150.0,-0.498050772200569,-1.82993831106877,3.58073752873521e-07,0.000243788546748,0.0002126455532415,1399.0,"tags=37%, list=19%, signal=31%",2218/2697/57190/1301/79810/3399/80208/2115/4089/51542/10060/8321/7046/1291/2065/688/1106/79647/54583/10370/7049/2353/55553/51111/4205/6840/1605/4209/3908/221662/64208/2121/10791/9242/10290/10472/51804/22933/1281/84466/6495/4208/6442/2817/1958/7832/445/7135/1134/7139/6261/10324/101929726/70/146862/3479,,,,,,,,,,,,,,muscle organ development,144.0,99.0,82.17,29.0,0.00241,0.00239
GO:0090257,2,regulation of muscle system process,87.0,-0.552367059831832,-1.92288106902128,1.80935215144725e-06,0.0006719275944238,0.0005860915820716,705.0,"tags=31%, list=10%, signal=28%",4205/817/1605/2309/3720/2946/9472/10142/5997/309/114907/801/8654/274/3759/1760/5587/6442/7138/287/3488/90523/7135/29995/7139/2308/3479,,,,,,,,,,,,,,regulation of muscle system process,88.0,64.0,50.21,22.0,0.00164,0.00162
GO:0000724,1,double-strand break repair via homologous recombination,125.0,0.296474863293402,1.44735996806406,0.0006988260158198,0.03171893638471,0.0276669715035092,724.0,"tags=23%, list=10%, signal=21%",65123/4683/641/29072/25788/6117/2187/55183/8318/2237/29128/54537/64859/55159/672/84250/675/63979/84515/55010/4176/7334/51659/4172/10721/4174/5932/253714/7486,,,,,,,,,,,,,,,,,,,,
GO:0000725,1,recombinational repair,128.0,0.303367468788793,1.51420358563667,0.0008015931538538,0.0334757713984698,0.0291993780026593,724.0,"tags=23%, list=10%, signal=21%",65123/4683/641/29072/25788/6117/2187/55183/8318/2237/29128/7520/54537/64859/55159/672/84250/675/63979/84515/55010/4176/7334/51659/4172/10721/4174/5932/253714/7486,,,,,,,,,,,,,,,,,,,,
GO:0000075,1,cell cycle checkpoint signaling,129.0,0.347856907891934,1.72665850103417,1.07882264370802e-05,0.0024103576777871,0.0021024443056907,1011.0,"tags=34%, list=14%, signal=30%",4998/65123/4683/641/9735/54888/51514/8318/26058/9675/51776/63967/991/4085/990/55143/64859/55159/11130/54908/672/675/891/23376/54962/7175/79968/25896/5932/2177/83990/9184/221150/55055/1386/5781/1111/10111/9212/5347/220134/57405/5810/29980,,,,,,,,,,,,,,,,,,,,
GO:0000070,1,mitotic sister chromatid segregation,145.0,0.342894806672205,1.71686096155735,6.04543149341346e-06,0.0016463725100396,0.0014360551301897,1014.0,"tags=32%, list=14%, signal=28%",3832/54892/9735/9525/9055/9639/29127/64105/10615/9918/29128/991/4085/2491/55143/10592/11130/54908/2316/5901/113130/4605/891/129563/7175/9493/51652/23397/10051/24137/9184/221150/8678/3837/90417/23310/9031/55055/22974/9212/7283/5347/23636/9126/220134/57405/4751,,,,,,,,,,,,,,,,,,,,
GO:0001503,1,,,,,,,,,,,,,,,,,,,,,,,,ossification,180.0,122.0,102.71,25.0,0.00184,0.00182
GO:0001656,1,,,,,,,,,,,,,,,,,,,,,,,,metanephros development,26.0,23.0,14.84,10.0,0.00059,0.00059
GO:0001657,1,,,,,,,,,,,,,,,,,,,,,,,,ureteric bud development,33.0,27.0,18.83,30.0,0.00245,0.00243
GO:0001659,1,temperature homeostasis,72.0,-0.48146991985478,-1.63261552965527,0.0009564462047117,0.0352717546566137,0.030765931717487,1987.0,"tags=50%, list=27%, signal=37%",3033/2778/3397/56034/23175/115209/3600/1666/23028/222236/6774/8841/2697/8864/9444/8473/25875/6868/5564/324/9658/6319/57561/3566/4012/8878/37/5608/5565/216/3910/1958/2628/1734/11096/2308,,,,,,,,,,,,,,,,,,,,
GO:0001816,1,cytokine production,270.0,-0.391972641051753,-1.49255659499099,0.0001196302205453,0.0119192549006759,0.0103966186532984,1920.0,"tags=40%, list=27%, signal=30%",3315/55666/2633/1540/10626/79876/51506/11213/9868/9641/23326/1652/4179/657/29110/79004/6284/4976/961/5495/3600/84932/80381/6711/604/8780/6774/8452/3572/861/56957/10159/4790/307/490/25/23236/4089/6737/23607/9444/340061/2137/80762/5371/682/3133/11118/834/7474/5295/163486/6868/26137/23005/5465/7597/567/405/10464/3566/54739/51571/3428/7072/975/23646/3106/114625/4060/11119/22890/28951/10385/10475/3659/3105/26060/6772/4939/9181/144811/64135/1997/51704/9314/6591/9636/3554/4938/85364/1992/1191/23213/1281/9683/91543/3082/4192/7709/27242/6398/10417/1958/27250/64115/3479,,,,,,,,,,,,,,,,,,,,
GO:0001817,1,regulation of cytokine production,267.0,-0.389628454402615,-1.48388152827658,0.0002176107725443,0.0177023259234358,0.0154409259165961,1920.0,"tags=40%, list=27%, signal=30%",3315/55666/2633/1540/10626/79876/51506/11213/9868/9641/23326/1652/4179/657/29110/79004/6284/4976/961/5495/3600/84932/80381/6711/604/8780/6774/8452/3572/861/56957/10159/4790/307/490/25/23236/4089/6737/23607/9444/340061/2137/80762/5371/682/3133/11118/834/7474/5295/163486/6868/26137/23005/5465/7597/567/405/10464/3566/54739/51571/3428/7072/975/23646/3106/114625/4060/11119/22890/28951/10385/10475/3659/3105/26060/6772/4939/9181/144811/64135/1997/51704/9314/6591/9636/3554/4938/85364/1992/1191/23213/9683/91543/3082/4192/7709/27242/6398/10417/1958/27250/64115/3479,,,,,,,,,,,,,,,,,,,,
GO:0000819,1,sister chromatid segregation,173.0,0.31135322262995,1.56490954030218,9.46894292590728e-05,0.0113766564271562,0.0099233349238997,1014.0,"tags=30%, list=14%, signal=26%",55781/3832/54892/9735/9525/9055/9639/29127/64105/10615/9918/51776/6601/10460/29128/991/4085/2491/990/55143/10592/11130/54908/2316/5901/113130/4605/891/129563/7175/9493/51652/23397/10051/24137/9184/221150/8678/3837/90417/23310/9031/55055/22974/9212/7283/5347/23636/9126/220134/57405/4751,,,,,,,,,,,,,,,,,,,,
GO:0000076,1,DNA replication checkpoint signaling,12.0,0.721919310937153,2.13051229586581,0.000846009862598,0.0336672092142676,0.0293663604175213,569.0,"tags=42%, list=8%, signal=38%",4998/8318/63967/990/54962,,,,,,,,,,,,,,,,,,,,
GO:0002181,1,,,,,,,,,,,query_1,True,3.54363407385082e-33,165.0,3721.0,101.0,0.02714324106423,0.612121212121212,GO:BP,cytoplasmic translation,21026.0,727.0,GO:0006412,,,,,,,
GO:0002369,1,T cell cytokine production,12.0,-0.753663976879076,-1.8290728945849,0.0009250517319377,0.0350161167017651,0.0305429504697481,971.0,"tags=58%, list=13%, signal=51%",163486/567/975/3105/3554/91543/6398,,,,,,,,,,,,,,,,,,,,
GO:0002684,1,positive regulation of immune system process,400.0,-0.357526057569608,-1.38121556457555,0.0004086612932667,0.0249161400446974,0.0217332046772662,1498.0,"tags=28%, list=21%, signal=24%",85363/80381/5817/169200/7525/604/8780/4792/3572/861/6599/83692/4790/55274/25/6421/6891/23607/340061/207/7158/3988/8887/1387/57181/3133/11118/57178/3140/8473/23304/7105/834/7474/3398/6659/5295/79647/163486/6868/7048/51324/1374/4267/567/3430/1026/29085/51135/65125/2353/3566/51111/27246/51571/10318/9867/149041/3428/2309/975/3676/3958/8878/3075/5290/3106/6604/114625/5359/11119/22890/10385/59338/399687/23325/3659/5608/3105/715/26060/84937/144811/83700/64135/1997/51704/716/3554/4938/85364/868/6347/22933/1191/677/55601/91543/83666/4192/27242/6398/10417/5228/1803/4208/5587/2534/9473/5919/2634/64115/10673/3479,,,,,,,,,,,,,,,,,,,,
GO:0002711,1,positive regulation of T cell mediated immunity,25.0,-0.644057055828321,-1.82413552846427,0.0003118753287143,0.0212335119632995,0.0185210173280342,1182.0,"tags=56%, list=16%, signal=47%",5817/6891/3133/3140/163486/567/51571/975/3106/22890/3105/3554/91543/6398,,,,,,,,,,,,,,,,,,,,
GO:0002720,1,positive regulation of cytokine production involved in immune response,27.0,-0.605301264788049,-1.72868434539211,0.0008488916888787,0.0336672092142676,0.0293663604175213,1079.0,"tags=44%, list=15%, signal=38%",3133/7474/163486/567/975/3105/144811/51704/3554/91543/6398/10417,,,,,,,,,,,,,,,,,,,,
GO:0002724,1,regulation of T cell cytokine production,12.0,-0.753663976879076,-1.8290728945849,0.0009250517319377,0.0350161167017651,0.0305429504697481,971.0,"tags=58%, list=13%, signal=51%",163486/567/975/3105/3554/91543/6398,,,,,,,,,,,,,,,,,,,,
GO:0002726,1,positive regulation of T cell cytokine production,11.0,-0.783073095735603,-1.85779285393003,0.0002972353576606,0.0209345937248898,0.0182602846766094,971.0,"tags=64%, list=13%, signal=55%",163486/567/975/3105/3554/91543/6398,,,,,,,,,,,,,,,,,,,,
GO:0002757,1,immune response-activating signaling pathway,198.0,-0.384121622893657,-1.4431494512546,0.0014424868756523,0.0453273760541534,0.0395369884541157,2195.0,"tags=41%, list=30%, signal=30%",6197/23369/5663/4671/80216/3824/127018/29915/2033/23180/55666/2633/1540/9113/7706/11213/10616/8892/22841/29110/961/8945/80381/7525/8780/4792/4790/25/23607/340061/207/3988/8887/1387/57181/11118/8473/23304/7105/834/5295/163486/51324/3430/29085/51135/65125/27246/10318/9867/149041/3428/975/3958/8878/5290/114625/5359/11119/10385/59338/23325/3659/5608/3105/26060/84937/144811/64135/1997/4938/85364/868/22933/55601/91543/27242/4208/5587/2534/9473/2634,,,,,,,,,,,,,,,,,,,,
GO:0003007,1,heart morphogenesis,108.0,-0.446656150949933,-1.58637260303897,0.0008706245560763,0.0341971279958821,0.0298285842339911,1542.0,"tags=40%, list=21%, signal=32%",4193/4194/10087/55742/2697/1301/1289/79810/5311/4089/10060/8321/57534/57178/60485/7046/7474/6659/7048/54583/7157/10370/324/7049/6091/27031/1605/90/23768/6604/2013/2138/6591/23129/6495/4208/27250/7135/7139/6261/11096/70/9249,,,,,,,,,,,,,,,,,,,,
GO:0003009,1,skeletal muscle contraction,13.0,-0.813345403418241,-2.00040850133193,3.17235978353701e-05,0.0051836358862994,0.0045214475230622,471.0,"tags=54%, list=7%, signal=50%",2946/3759/1760/5587/7138/7135/1134,,,,,,,,,,,,,,,,,,,,
GO:0003012,1,muscle system process,152.0,-0.536792962193686,-1.97528608017046,6.77143981358416e-10,1.38306658192456e-06,1.20638546152539e-06,1474.0,"tags=41%, list=20%, signal=33%",340481/10087/30845/6334/3572/2697/57190/5592/7132/490/4089/583/51542/10060/6546/1291/5465/781/4205/817/1605/1140/9682/2934/2309/3720/624/5290/2946/323/9472/10142/5997/5608/309/114907/2593/8082/801/23213/8654/274/3759/1760/5587/6332/6442/7138/6641/287/3488/2628/90523/7135/1134/29995/7139/6261/10324/2308/1146/3479,,,,,,,,,,,,,,,,,,,,
GO:0003300,1,cardiac muscle hypertrophy,42.0,-0.558206980070659,-1.73234362378073,0.0006317406555371,0.0313106957875774,0.0273108819792435,1389.0,"tags=38%, list=19%, signal=31%",3572/5592/7132/4089/5465/4205/817/9682/3720/9472/5997/8654/90523/29995/2308/3479,,,,,,,,,,,,,,,,,,,,
GO:0006066,1,alcohol metabolic process,124.0,-0.44527810512396,-1.61172475592127,0.0004302840226273,0.0258486798887142,0.0225466163559357,1412.0,"tags=33%, list=19%, signal=27%",4864/222236/1727/5592/4790/23236/1717/427/5092/6309/51478/3156/9444/3988/1595/2235/4047/51141/84869/3418/2222/11165/6307/134429/6713/3157/224/3638/37/6526/216/847/6721/231/117283/10449/19/26002/3613/9249/3479,,,,,,,,,,,,,,,,,,,,
GO:0006260,1,DNA replication,180.0,0.374546076354283,1.92331198457725,1.36740154110492e-08,1.86194509847119e-05,1.6240891988211e-05,940.0,"tags=32%, list=13%, signal=28%",55388/4998/157570/4683/641/92675/64318/6117/63901/10269/92667/6240/51514/8318/2237/9156/11143/9134/79915/23594/5983/990/1663/51053/55159/672/675/374393/54962/2069/201254/84515/4176/9768/1660/4172/10721/5557/4174/5932/253714/5982/7486/10535/6749/5985/25942/11198/253461/51507/1956/5984/125476/11169/1111/890/10111,,,,,,,,,,,,,,,,,,,,
GO:0001819,1,,,,,,,,,,,,,,,,,,,,,,,,positive regulation of cytokine producti...,158.0,114.0,90.16,13.0,5.3e-05,0.00066
GO:0001501,1,skeletal system development,202.0,-0.405987727000964,-1.5270472333322,0.0002928772379527,0.0209345937248898,0.0182602846766094,1459.0,"tags=34%, list=20%, signal=28%",57599/2734/55870/80781/538/7020/2697/861/1301/5087/79065/55112/7763/5156/5636/3073/583/55294/3988/6137/7046/342184/166/1291/9061/7474/56987/7048/4665/7157/10370/6399/1893/51141/8575/55553/54796/4882/57728/4664/85477/4209/4774/51715/11214/59338/2202/3638/7227/2121/5608/2138/6591/51804/4086/23213/1281/4192/6913/6495/56243/4208/633/57326/4094/6261/9249/3479,,,,,,,,,,,,,,,,,,,,
GO:0006270,1,DNA replication initiation,27.0,0.688354710418762,2.58609050323006,5.50308695683142e-07,0.000321144431695,0.0002801195390808,678.0,"tags=52%, list=9%, signal=47%",55388/4998/4683/64318/8318/11143/9134/23594/990/51053/4176/4172/5557/4174,,,,,,,,,,,,,,,,,,,,
GO:0006261,1,DNA-templated DNA replication,103.0,0.485693241650239,2.41015686618568,6.28019977575481e-10,1.38306658192456e-06,1.20638546152539e-06,940.0,"tags=40%, list=13%, signal=35%",55388/4998/4683/641/64318/6117/63901/10269/92667/6240/8318/2237/9156/11143/9134/79915/23594/5983/990/1663/51053/55159/672/675/54962/201254/84515/4176/4172/10721/5557/4174/5932/253714/5982/7486/5985/51507/5984/11169/10111,,,,,,,,,,,,,,,,,,,,
GO:0006403,1,RNA localization,160.0,0.295365771416007,1.50614307487096,0.0004624372535189,0.0269865168660673,0.0235390992956614,844.0,"tags=22%, list=12%, signal=20%",55706/57122/25909/29072/64901/54888/7514/636/10644/79023/9818/8658/10575/100101267/8106/6396/10212/908/1736/10694/170506/129401/5901/6311/7175/1660/22948/51092/55110/3181/3182/55164/9984/9939/3837,,,,,,,,,,,,,,,,,,,,
GO:0006310,1,DNA recombination,194.0,0.268691662940418,1.42699159963616,0.0011647153194286,0.0396488506655504,0.0345838715461929,807.0,"tags=22%, list=11%, signal=20%",65123/4683/641/29072/25788/6117/2187/55183/8318/2956/2237/9156/29128/7520/64332/79915/3575/54537/7037/64859/55159/672/84250/675/63979/27301/201254/7518/84515/55010/4176/7334/51659/4172/10721/4174/5932/253714/7486/2177/83990/10635/3838,,,,,,,,,,,,,,,,,,,,
GO:0006525,1,arginine metabolic process,10.0,-0.784898457680496,-1.81512977383728,0.0006833731872644,0.03171893638471,0.0276669715035092,49.0,"tags=30%, list=1%, signal=30%",9056/445/113451,,,,,,,,,,,,,,,,,,,,
